Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Shown on Collection Page (product.metafields.custom.shown_on_collection_page),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color Family (product.metafields.product.color_family),Style Family (product.metafields.product.style_name),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,generated_tags
shopsoursweetener-diet-coke-sticker-sweet-treat-girl-dinner-hydration,"ShopSourSweetener - Diet Coke Sticker, Sweet Treat, Girl Dinner, Hydration","*Colors may vary due to resolution of different screens, lighting changes or photo editing. Mock-ups may slightly vary from final product. Images enlarged to show texture and details.

All stickers are approximately 3in. on the longest side.

Shop Sour Sweetener makes feminist, body-positive, self-love stickers. Follow my Instagram @shopsoursweetener for shop updates! 

These stickers are water resistant with a glossy laminate on top for extra protection. Not waterproof.

Not optimized for cars or outdoor use due to prolonged sun exposure.

**FOR BEST RESULTS**
1. Choose a smooth surface and be sure to clean and allow it to dry thoroughly.
2. Carefully peel the sticker from its backing.
3. Press the sticker firmly in place.
4. Allow recommended 24 hours for sticker adhesive to “cure” before further handling or hand washing. Not dishwasher safe.",ShopSourSweetener,,,Stickers,False,Title,Default Title,,,,,,,,SSS-COKE,0.28349523125,shopify,deny,manual,4.0,,True,True,,,,,'86034411,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/7987e4ee3ffbfe76210fc0a7a35d9f9424756d80f7b298f3332d2f61a8600ed5.png?v=1763139836,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.0,active,"type:monitor, type:sticker, silhouette:mini, use:outdoor, use:entertaining, need:compact, need:waterproof, price-tier:budget-0-30, attr:sweet-treat, attr:diet-coke, attr:photo-editing, color:colors-may-vary, attr:due-to-resolution, attr:hydration, ai-flag:schema-complete"
shopsoursweetener-patrick-star-i-only-have-3-sticker-spongebob-squarepants,"ShopSourSweetener - Patrick Star I Only Have $3 Sticker, Spongebob Squarepants","*Colors may vary due to resolution of different screens, lighting changes or photo editing.

All stickers are approximately 3in. on the longest side unless stated otherwise. 

Shop Sour Sweetener makes feminist, body-positive, self-love stickers. Follow my Instagram @shopsoursweetener for shop updates! 

These stickers are water resistant with a glossy laminate on top for extra protection. Not waterproof.

Not optimized for cars or outdoor use due to prolonged sun exposure.

**SHIPPING INFORMATION**
I offer stamps shipping as an economic way to keep the cost down for you so no tracking number will be provided for sticker orders. You are able to purchase tracking at checkout.

**FOR BEST RESULTS**
1. Choose a smooth surface and be sure to clean and allow it to dry thoroughly.
2. Carefully peel the sticker from its backing.
3. Press the sticker firmly in place.
4. Allow recommended 24 hours for sticker adhesive to “cure” before further handling or hand washing. Not dishwasher safe.",ShopSourSweetener,,,Stickers,False,Title,Default Title,,,,,,,,SSS-PATRK,2.8349523125,shopify,deny,manual,4.0,,True,True,,,,,'86001643,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/31789658fd1a35588722bb441cc358ec3560c2abbbbdff8a3f6d0d8298620338.jpg?v=1763139830,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.0,active,"type:pants, type:monitor, type:sticker, silhouette:mini, pattern:checked, use:outdoor, need:compact, need:waterproof, price-tier:budget-0-30, attr:patrick-star, color:colors-may-vary, attr:photo-editing, attr:vary-due, attr:due-to-resolution, attr:patrick, ai-flag:schema-complete"
shopsoursweetener-snoopy-puffer-jacket-sticker-peanuts-charlie-brown,"ShopSourSweetener - Snoopy Puffer Jacket Sticker, Peanuts Charlie Brown","These stickers are water resistant with a glossy laminate on top for extra protection.

My stickers perform best on smooth, dry surfaces such as laptops, phones, on your notebooks, mirrors, etc. You can put them on Tumblers and other cups you hand wash, but you do so at your own risk.

Not optimized for cars or outdoor use due to prolonged sun exposure.

*FOR BEST RESULTS *
1. Choose a smooth surface and be sure to clean and allow it to dry thoroughly.
2. Carefully peel the sticker from its backing.
3. Press the sticker firmly in place.
4. Allow recommended 24 hours for sticker adhesive to “cure” before further handling or hand washing.

Shop Sour Sweetener makes feminist, body-positive, self-love stickers. Follow my Instagram @shopsoursweetener for shop updates! ",ShopSourSweetener,,,Stickers,False,Title,Default Title,,,,,,,,SSS-SNOOP,0.28349523125,shopify,deny,manual,4.0,,True,True,,,,,'85739499,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/57cadf332781d4556eb79d2f2fdaeab1b399b9a5ba81bad12e26b6c051758076.jpg?v=1763139825,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.0,active,"type:jacket, type:phone, type:laptop, silhouette:mini, use:work, use:outdoor, need:compact, need:waterproof, price-tier:budget-0-30, attr:snoopy-puffer, attr:extra-protection, attr:charlie-brown, feature:resistant, attr:water, ai-flag:schema-complete"
shopsoursweetener-reading-rainbow-sticker-80s-90s-2000s-retro-nostalgic-tv,"ShopSourSweetener - Reading Rainbow Sticker, 80s 90s 2000s Retro Nostalgic TV","*Colors may vary due to resolution of different screens, lighting changes or photo editing. Sticker mock-up shapes may slightly vary from final product. Images enlarged to show texture and details.

This sticker is approximately 3in. on the longest side.

Shop Sour Sweetener makes feminist, body-positive, self-love stickers. Follow my Instagram @shopsoursweetener for shop updates! 

These stickers are water resistant with a glossy laminate on top for extra protection. Not waterproof.

Not optimized for cars or outdoor use due to prolonged sun exposure.

**FOR BEST RESULTS**
1. Choose a smooth surface and be sure to clean and allow it to dry thoroughly.
2. Carefully peel the sticker from its backing.
3. Press the sticker firmly in place.
4. Allow recommended 24 hours for sticker adhesive to “cure” before further handling or hand washing. Not dishwasher safe.",ShopSourSweetener,Uncategorized,,Stickers,False,Title,Default Title,,,,,,,,SSS-READNG,0.28349523125,shopify,deny,manual,4.0,,True,True,,,,,'85706731,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/c821f18072a39bc524a2f121a747fc07e9c4cbd6242057dfd4719d92b5019057.jpg?v=1763139821,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.0,active,"type:monitor, type:sticker, silhouette:mini, use:outdoor, need:compact, need:waterproof, price-tier:budget-0-30, attr:reading-rainbow, attr:retro-nostalgic, attr:photo-editing, color:colors-may-vary, attr:due-to-resolution, attr:approximately, ai-flag:schema-complete"
shopsoursweetener-meowdy-partner-sticker-cat-wild-west-animal-funny-meme,"ShopSourSweetener - Meowdy Partner Sticker, Cat Wild West Animal, Funny Meme","*Colors may vary due to resolution of different screens or lighting changes.

All stickers are approximately 3in. on the longest side unless stated otherwise. 

Shop Sour Sweetener makes feminist, body-positive, self-love stickers. Follow my Instagram @shopsoursweetener for shop updates! 

These stickers are water resistant with a glossy laminate on top for extra protection. Not waterproof.

Not optimized for cars or outdoor use due to prolonged sun exposure.

**SHIPPING INFORMATION**
I offer stamps shipping as an economic way to keep the cost down for you so no tracking number will be provided for sticker orders. You are able to purchase tracking at checkout.

**FOR BEST RESULTS**
1. Choose a smooth surface and be sure to clean and allow it to dry thoroughly.
2. Carefully peel the sticker from its backing.
3. Press the sticker firmly in place.
4. Allow recommended 24 hours for sticker adhesive to “cure” before further handling or hand washing. Not dishwasher safe.",ShopSourSweetener,,,Stickers,False,Title,Default Title,,,,,,,,SSS-MEOWDY,0.28349523125,shopify,deny,manual,4.0,,True,True,,,,,'85673963,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/866c8f2f7a2e68bdea37f2cf1b05506f7d878ccf7e75bae64f86e429b73c1de7.jpg?v=1763139817,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.0,active,"type:monitor, type:sticker, silhouette:mini, pattern:checked, use:outdoor, need:compact, need:waterproof, price-tier:budget-0-30, attr:cat-wild-west, attr:wild-west-animal, attr:funny-meme, attr:meowdy-partner, attr:cat-wild, attr:west-animal, ai-flag:schema-complete"
shopsoursweetener-sonny-angel-sticker-trinkets-collectible-figurine-trendy,"ShopSourSweetener - Sonny Angel Sticker, Trinkets, Collectible Figurine, Trendy","This listing is for individual Sonny Angel designed sticker

*Colors may vary due to resolution of different screens, lighting changes or photo editing. Sticker mock-up shapes may slightly vary from final product. Images enlarged to show texture and details.

All stickers are approximately 3in. on the longest side.

Shop Sour Sweetener makes feminist, body-positive, self-love stickers. Follow my Instagram @shopsoursweetener for shop updates! 

These stickers are water resistant with a glossy laminate on top for extra protection. Not waterproof.

Not optimized for cars or outdoor use due to prolonged sun exposure.

**FOR BEST RESULTS**
1. Choose a smooth surface and be sure to clean and allow it to dry thoroughly.
2. Carefully peel the sticker from its backing.
3. Press the sticker firmly in place.
4. Allow recommended 24 hours for sticker adhesive to “cure” before further handling or hand washing. Not dishwasher safe.",ShopSourSweetener,,,Stickers,False,Finish,Calico Cat,,,,,,,,SSS-SONNY,2.8349523125,shopify,deny,manual,4.5,,True,True,,,,,'85641195,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/5acfb2895337eafa36def2b585f9184106eaeaf9a98da4912f8e6cf41480316b.png?v=1763139813,1.0,,False,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/dd32e96f0e77cbdede88463ac01fd37d2a5b097c84cf65f7520ceef2fb32d67b.png?v=1763139816,oz,,2.25,active,"type:monitor, type:sticker, silhouette:mini, use:outdoor, need:compact, need:waterproof, price-tier:budget-0-30, attr:individual-sonny-angel, attr:sonny-angel-designed, attr:sonny-angel, attr:individual-sonny, attr:angel-designed, attr:collectible-figurine, ai-flag:schema-complete"
shopsoursweetener-labubu-sticker-trinket-just-a-girl-trendy-blind-box,"ShopSourSweetener - Labubu Sticker, Trinket, Just A Girl, Trendy Blind Box","This listing is for 1 labubu sticker design

*Colors may vary due to resolution of different screens, lighting changes or photo editing. Sticker mock-up shapes may slightly vary from final product. Images enlarged to show texture and details.

All stickers are approximately 3in. on the longest side.

Shop Sour Sweetener makes feminist, body-positive, self-love stickers. Follow my Instagram @shopsoursweetener for shop updates! 

These stickers are water resistant with a glossy laminate on top for extra protection. Not waterproof.

Not optimized for cars or outdoor use due to prolonged sun exposure.

**FOR BEST RESULTS**
1. Choose a smooth surface and be sure to clean and allow it to dry thoroughly.
2. Carefully peel the sticker from its backing.
3. Press the sticker firmly in place.
4. Allow recommended 24 hours for sticker adhesive to “cure” before further handling or hand washing. Not dishwasher safe.",ShopSourSweetener,,,Stickers,False,Color,Pink,,,,,,,,SSS-LB-P,0.28349523125,shopify,deny,manual,5.0,,True,True,,,,,'85477355,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/b09fcb71f10ba167939f5cb83f0b0964224c41915268d3edede6c7a458ea5335.png?v=1763139802,1.0,,False,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/fad4f4e55986e4988ab6cbaf623b6e76d8c922ab2732932128785dd00061f0bb.png?v=1763139812,oz,,2.5,active,"type:monitor, type:sticker, silhouette:mini, color:pink, use:outdoor, need:compact, need:waterproof, price-tier:budget-0-30, attr:trendy-blind-box, attr:trendy-blind, attr:photo-editing, attr:blind-box, attr:box-this-listing, attr:labubu, ai-flag:schema-complete"
yarnival-childless-cat-lady-sticker-cowgirl-tiger-feminist,"Yarnival - Childless Cat Lady Sticker - cowgirl, tiger, feminist","Our premium vinyl decals are heavy duty, scratch resistant, weatherproof, waterproof + quite easy on the eyes &lt;3

They are perfect for customizing your laptop, journal, planner, car, fridge, water bottle, phone case, gaming console, bike or helmet (the list really is endless…)

- High Quality Vinyl
- Thick + Tough
- Weather Resistant
- Dishwasher Resilient
- 2.59"" x 3""
- Personality Packed :)

&lt;&lt; wild west, western, rodeo, pin up girl, cowboy hat, feminism, yeehaw, howdy, woman, girl power, friends, friendship, novelty, boutique, gift, present, trendy, popular, self esteem, self love, self worth, colorado, wyoming, arizona, new mexico, texas, nevada, utah, cheyenne, jackson hole, helena, boulder, country, nashville, tennessee, music, montana, kentucky, oklahoma, virginia, south carolina, north carolina, georgia, denver, women, lasso, international women's day, female, powerful, kitty, kitten &gt;&gt;",Yarnival,Uncategorized,,Stickers,False,Title,Default Title,,,,,,,,Y-CCL,2.8349523125,shopify,deny,manual,4.0,,True,True,,,,,'79611883,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/463a1c4d6b0f2c26321fd872dbd44df900487737b34c58250c1b8e1cf9da4947.png?v=1763139479,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,1.99,active,"type:t-shirt, type:phone, type:laptop, silhouette:mini, use:gifting, use:work, intent:gift, intent:upgrade-wardrobe, intent:quick-outfit, need:durable, need:compact, need:waterproof, problem:last-minute-gift, price-tier:budget-0-30, attr:international-women-day, attr:childless-cat-lady, attr:gaming-console, ai-flag:schema-complete"
yarnival-support-local-street-cats-sticker-skunk-raccoon-opossum,"Yarnival - Support Local Street Cats Sticker - skunk, raccoon, opossum","Our premium vinyl decals are heavy-duty, scratch resistant, weatherproof, waterproof + quite easy on the eyes &lt;3

They are perfect for customizing your laptop, journal, planner, car, fridge, water bottle, phone case, gaming console, bike or helmet (the list really is endless…)

- High Quality Vinyl
- Thick + Tough
- Weather Resistant
- Dishwasher Resilient
- 3"" x 2.31""
- Personality Packed :)

&lt;&lt; vermin, night, animal lover, funny, cute, pet store, pet shop, trendy, popular &gt;&gt;",Yarnival,Uncategorized,,Stickers,False,Title,Default Title,,,,,,,,Y-SPPRT,2.8349523125,shopify,deny,manual,4.0,,True,True,,,,,'79546347,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/a6af983a52dad82d399a47d9436b7fabee554866b2a416049c3750ddff69eb48.png?v=1763139477,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,1.99,active,"type:phone, type:laptop, type:water-bottle, use:work, intent:upgrade-wardrobe, intent:quick-outfit, need:durable, need:waterproof, price-tier:budget-0-30, attr:support-local-street, attr:local-street-cats, attr:gaming-console, ai-flag:schema-complete"
yarnival-silly-goose-on-the-loose-sticker-cute-funny-cowboy-bird,"Yarnival - Silly Goose on the Loose Sticker - cute, funny, cowboy, bird","Our premium vinyl decals are heavy-duty, scratch resistant, weatherproof, waterproof + quite easy on the eyes &lt;3

They are perfect for customizing your laptop, journal, planner, car, fridge, water bottle, phone case, gaming console, bike or helmet (the list really is endless…)

- High Quality Vinyl
- Thick + Tough
- Weather Resistant
- Dishwasher Resilient
- 2.16"" x 3""
- Personality Packed :)

&lt;&lt; woman, women, girl, girlfriend, best friend, friendship, present, gift, shop, boutique, store, coral, pink, boots, western,  &gt;&gt;",Yarnival,Uncategorized,,Stickers,False,Title,Default Title,,,,,,,,Y-SILLY,2.8349523125,shopify,deny,manual,4.0,,True,True,,,,,'79316971,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/2f12ab191702a5ca46cad6cdd4fc550b59953e8f55397ad8353e62086322a85e.png?v=1763139472,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,1.99,active,"type:boot, type:phone, type:laptop, use:gifting, use:work, intent:gift, intent:upgrade-wardrobe, intent:quick-outfit, need:durable, need:waterproof, problem:last-minute-gift, price-tier:budget-0-30, attr:gaming-console, attr:bike-or-helmet, attr:dishwasher-resilient, attr:personality-packed, ai-flag:schema-complete"
yarnival-hold-on-partner-im-overstimulated-sticker-cat-cowboy,"Yarnival - Hold on Partner I'm Overstimulated Sticker - cat, cowboy","Our premium vinyl decals are heavy-duty, scratch resistant, weatherproof, waterproof + quite easy on the eyes &lt;3

They are perfect for customizing your laptop, journal, planner, car, fridge, water bottle, phone case, gaming console, bike or helmet (the list really is endless…)

- High Quality Vinyl
- Thick + Tough
- Weather Resistant
- Dishwasher Resilient
- 3"" x 2.79""
- Personality Packed :)

&lt;&lt; animal lover, pet store, pet shop, adopt, rescue, cute, trendy, popular, west, western, wild west, bandana, cowboy hat, snarky, funny, present, trendy, popular, montana, wyoming, idaho, new mexico, texas, arizona, country, nashville, tennessee, kentucky, kitty, kitten, mental health, anxiety &gt;&gt;",Yarnival,Uncategorized,,Stickers,False,Title,Default Title,,,,,,,,Y-OVERST,45.359237,shopify,deny,manual,4.0,,True,True,,,,,'79251435,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/1932c790ba874986a5b7a2de691acf55b25471b769b195415e624718ab5f6cec.png?v=1763139468,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,lb,,1.99,active,"type:phone, type:laptop, type:water-bottle, use:gifting, use:work, use:stress-relief, intent:gift, intent:upgrade-wardrobe, intent:quick-outfit, need:durable, need:waterproof, problem:last-minute-gift, price-tier:budget-0-30, attr:gaming-console, attr:bike-or-helmet, attr:dishwasher-resilient, attr:personality-packed, ai-flag:schema-complete"
red-cap-cards-candles-birthday-greeting-card,Red Cap Cards - Candles birthday greeting card,"Blank inside. 100lb heavyweight card stock. Offset printed and foil stamped. 4.25 x 5.5 inches. Illustrated by Christian Robinson. Printed by Red Cap Cards in Los Angeles, California, USA, on recycled paper.",Red Cap Cards,Uncategorized,,Stationery,False,Title,Default Title,,,,,,,,RCC-CANDLS,13.89126633125,shopify,deny,manual,6.0,,True,True,,,,,'77154283,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/1506635374.jpg?v=1763139330,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.75,active,"type:tincture, type:weights, material:recycled, pattern:printed, use:self-care, use:stress-relief, use:sport, intent:treat-yourself, need:sustainable, price-tier:budget-0-30, attr:candles-birthday-greeting, attr:card-blank-inside, attr:birthday-greeting-card, attr:greeting-card-blank, attr:candles-birthday, attr:blank-inside, ai-flag:schema-complete"
red-cap-cards-birthday-song-greeting-card,Red Cap Cards - Birthday Song greeting card,"Blank inside. 100lb heavyweight card stock. Offset printed and foil stamped. 4.25 x 5.5 inches. Illustrated by the House that Lars Built. Printed by Red Cap Cards in Los Angeles, California, USA, on recycled paper.",Red Cap Cards,Uncategorized,,Stationery,False,Title,Default Title,,,,,,,,RCC-SONG,13.89126633125,shopify,deny,manual,6.0,,True,True,,,,,'76629995,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/28765209ce188c68f4988d9280a9ef43972a90c04e70bcd51203afa568afc32c.jpg?v=1763139326,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.75,active,"type:tincture, type:weights, material:recycled, pattern:printed, use:self-care, use:stress-relief, use:sport, intent:treat-yourself, need:sustainable, price-tier:budget-0-30, attr:birthday-song-greeting, attr:card-blank-inside, attr:song-greeting-card, attr:greeting-card-blank, attr:birthday-song, attr:blank-inside, ai-flag:schema-complete"
red-cap-cards-pet-constellation-sympathy-greeting-card,Red Cap Cards - Pet Constellation sympathy greeting card,"Blank inside. 100lb heavyweight card stock. Foil printed. 5.5 x 4.25 inches. Illustrated by Krista Perry. Printed by Red Cap Cards in Los Angeles, California, USA.",Red Cap Cards,Uncategorized,,Stationery,False,Title,Default Title,,,,,,,,RCC-STARS,13.89126633125,shopify,deny,manual,6.0,,True,True,,,,,'76531691,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/86cfff6605a9fb71d53337f2b9c60e487a925de3b07ea0d130d57993fb7e0a2f.png?v=1763139322,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.75,active,"type:tincture, type:weights, pattern:printed, use:self-care, use:stress-relief, use:sport, intent:treat-yourself, price-tier:budget-0-30, attr:pet-constellation-sympathy, attr:constellation-sympathy-greeting, attr:card-blank-inside, attr:sympathy-greeting-card, attr:greeting-card-blank, attr:pet-constellation, ai-flag:schema-complete"
red-cap-cards-peaceful-meadow-sympathy-greeting-card,Red Cap Cards - Peaceful Meadow sympathy greeting card,"Blank inside. 100lb heavyweight card stock. Offset printed. 5.5 x 4.25 inches. Illustrated by Dylan Mierzwinski. Printed by Red Cap Cards in Los Angeles, California, USA.",Red Cap Cards,Uncategorized,,Stationery,False,Title,Default Title,,,,,,,,RCC-LOSS,13.89126633125,shopify,deny,manual,6.0,,True,True,,,,,'76498923,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/42882f392a25947b175cc758de2a70114df3e973c6c42aaeb96f3159786ba3f1.png?v=1763139318,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.75,active,"type:weights, pattern:printed, use:sport, price-tier:budget-0-30, attr:peaceful-meadow-sympathy, attr:meadow-sympathy-greeting, attr:card-blank-inside, attr:sympathy-greeting-card, attr:greeting-card-blank, attr:peaceful-meadow, ai-flag:schema-complete"
red-cap-cards-scalloped-coneflower-sympathy-greeting-card,Red Cap Cards - Scalloped Coneflower sympathy greeting card,"Blank inside. 100lb heavyweight card stock. Die cut, offset printed and foil stamped. 4.25 x 5.5 inches. Illustrated by the House that Lars Built. Printed by Red Cap Cards in Los Angeles, California, USA, on recycled paper.",Red Cap Cards,Uncategorized,,Stationery,False,Title,Default Title,,,,,,,,RCC-SYL,13.89126633125,shopify,deny,manual,6.0,,True,True,,,,,'76466155,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/cef7e2c17defd15e891bc4dfed3a96691337d5c9c2432fe9e4b078d06ab2a0fb.jpg?v=1763139314,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.75,active,"type:tincture, type:weights, material:recycled, pattern:floral, pattern:printed, use:self-care, use:stress-relief, use:sport, intent:treat-yourself, need:sustainable, price-tier:budget-0-30, attr:card-blank-inside, attr:sympathy-greeting-card, attr:greeting-card-blank, attr:blank-inside, attr:red-cap, attr:greeting-card, ai-flag:schema-complete"
red-cap-cards-youll-be-dead-encouragement-greeting-card,Red Cap Cards - You'll Be Dead encouragement greeting card,"Blank inside. 100lb heavyweight card stock. Offset printed. 5.5 x 4.25 inches. Illustrated by Daren Thomas Magee. Printed by Red Cap Cards in Los Angeles, California, USA, on recycled paper.",Red Cap Cards,Uncategorized,,Stationery,False,Title,Default Title,,,,,,,,RCC-RELAX,13.89126633125,shopify,deny,manual,6.0,,True,True,,,,,'76433387,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/0885cfd38c3f3fdb4317535b6660e432e5d440af13d08d141f0bdf3e7414c916.jpg?v=1763139308,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.75,active,"type:weights, material:recycled, pattern:printed, use:sport, need:sustainable, price-tier:budget-0-30, attr:dead-encouragement-greeting, attr:card-blank-inside, attr:encouragement-greeting-card, attr:greeting-card-blank, attr:blank-inside, attr:dead-encouragement, ai-flag:schema-complete"
red-cap-cards-alien-love-greeting-card,Red Cap Cards - Alien Love  greeting card,"Blank inside. 100lb heavyweight card stock. Offset printed. 5.5 x 4.25 inches. Illustrated by Katie Benn. Printed by Red Cap Cards in Los Angeles, California, USA.",Red Cap Cards,Uncategorized,,Stationery,False,Title,Default Title,,,,,,,,RCC-ALIEN,13.89126633125,shopify,continue,manual,6.0,,True,True,,,,,'76400619,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/a582ee86e0609f374092f97e0ae56ff52b2d59ac4f69577acfcdf3fd88455aa6.png?v=1763139305,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.75,active,"type:weights, pattern:printed, use:sport, price-tier:budget-0-30, attr:alien-love-greeting, attr:card-blank-inside, attr:alien-love, attr:blank-inside, attr:greeting-card-blank, attr:love-greeting-card, ai-flag:schema-complete"
red-cap-cards-boot-baby-greeting-card,Red Cap Cards - Boot Baby greeting card,"
 * Illustrated by Christian Robinson 
 * A2 - 4.25 x 5.5 inch 
 * Soft White Cover Paper 
 * Paper is 30% Recycled, FSC, and SFI Certified 
 * Printed in Full Color with Soy-Based Inks 
 * Blank Interior 
 * Matching Envelope 
 * Sold as Single Card 
 * Printed in the USA ",Red Cap Cards,Uncategorized,,Stationery,False,Title,Default Title,,,,,,,,RCC-BOOT,14.1747615625,shopify,deny,manual,6.0,,True,True,,,,,'76367851,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/83236ec117b66d89826c91b5d3a1d3b00292a63fb6388b4499cfd6aaccee96a1.jpg?v=1763139299,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.75,active,"type:boot, material:recycled, pattern:printed, use:home-decor, need:comfortable, need:sustainable, price-tier:budget-0-30, attr:red-cap-cards, attr:baby-greeting-card, attr:white-cover-paper, attr:cap-cards, attr:red-cap, attr:greeting-card, ai-flag:schema-complete"
red-cap-cards-whatever-apple-sticker,Red Cap Cards - Whatever Apple sticker,"
 * Illustrated by Katie Benn 
 * Approximately 1.85 in x 1.82 in 
 * Glossy Glitter Sticker Material ",Red Cap Cards,Uncategorized,,Stickers,False,Title,Default Title,,,,,,,,RCC-WHTVR,0.0,shopify,deny,manual,4.0,,True,True,,,,,'76335083,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/10e16c1775f5724d564871471fc3c50d80bf18dce5b1e96724016aa998d916ce.jpg?v=1763139296,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.0,active,"type:sticker, use:everyday, price-tier:budget-0-30, attr:red-cap-cards, attr:cap-cards, attr:red-cap, attr:cards, attr:approximately, attr:card, ai-flag:schema-complete"
red-cap-cards-eyeballs-sticker,Red Cap Cards - Eyeballs sticker,"
 * Illustrated by Krista Perry 
 * Approximately 2.7 in x 1.9 in 
 * ? Sticker Material ",Red Cap Cards,Uncategorized,,Stickers,False,Title,Default Title,,,,,,,,RCC-EYES,0.0,shopify,deny,manual,4.0,,True,True,,,,,'76269547,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/1e5e9ae904a5128e14730be7bb258fcfee3a371e4f72c0ce78ee8991a144bdbe.jpg?v=1763139291,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.0,active,"type:sticker, use:everyday, price-tier:budget-0-30, attr:red-cap-cards, attr:cap-cards, attr:red-cap, attr:illustrated-by-krista, attr:krista-perry, attr:cards, ai-flag:schema-complete"
red-cap-cards-big-hug-encouragement-greeting-card,Red Cap Cards - Big Hug encouragement greeting card,"Blank inside. 100lb heavyweight card stock. Offset printed. 5.5 x 4.25 inches. Illustrated by Anke Weckmann. Printed by Red Cap Cards in Los Angeles, California, USA, on recycled paper.",Red Cap Cards,Uncategorized,,Stationery,False,Title,Default Title,,,,,,,,RCC-BHUG,13.89126633125,shopify,continue,manual,6.0,,True,True,,,,,'76236779,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/7e5fc1ff5d8b77c1af80958c9ecee9c44c07ee020ae1582e78b1471105e5b630.jpg?v=1763139287,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.75,active,"type:weights, material:recycled, pattern:printed, use:sport, need:sustainable, price-tier:budget-0-30, attr:big-hug-encouragement, attr:hug-encouragement-greeting, attr:card-blank-inside, attr:encouragement-greeting-card, attr:greeting-card-blank, attr:big-hug, ai-flag:schema-complete"
